25
24.5,1.0
11.0,18.0
9.5,13.5
2.0,1.0
13.0,22.5
4.5,6.0
6.5,1.5
17.5,5.5
8.5,10.5
8.5,17.0
0.5,13.0
10.5,2.0
12.5,5.0
8.0,12.0
8.0,7.5
13.5,9.0
9.5,2.0
15.0,10.0
2.0,13.5
5.5,24.5
23.5,24.5
20.5,9.0
14.5,15.5
17.0,13.5
18.0,14.5
22.0,2.5
24.5,3.5
21.0,11.5
7.0,14.0
22.0,16.5
10.0,24.0
1.5,9.0
8.0,0.5
12.5,7.5
7.5,2.5
2.0,22.0
2.0,3.0
1.5,12.5
3.5,3.0
17.5,18.5
11.5,1.0
16.0,4.0
10.5,7.5
19.5,24.5
20.5,20.0
23.0,12.0
3.5,16.0
22.5,18.5
8.5,15.5
6.0,20.0
21.5,21.0
19.5,10.5
4.5,1.5
24.5,22.5
3.0,11.5
18.0,2.5
18.0,22.0
6.5,3.5
23.0,9.0
23.5,3.0
18.5,11.5
17.0,17.0
0.5,2.5
0.5,3.5
0.5,4.5
0.5,5.5
0.5,6.5
0.5,16.5
0.5,17.5
0.5,18.5
0.5,19.5
0.5,23.5
0.5,24.5
1.5,4.5
1.5,5.5
1.5,6.5
1.5,7.5
1.5,15.5
1.5,16.5
1.5,18.5
2.5,4.5
2.5,6.5
3.5,8.5
3.5,9.5
3.5,10.5
3.5,12.5
4.5,8.5
4.5,10.5
4.5,22.5
4.5,23.5
5.5,0.5
5.5,22.5
5.5,23.5
6.5,0.5
6.5,8.5
6.5,9.5
6.5,11.5
6.5,22.5
6.5,23.5
7.5,16.5
7.5,22.5
7.5,23.5
8.5,1.5
8.5,4.5
8.5,21.5
8.5,22.5
9.5,4.5
9.5,8.5
10.5,19.5
11.5,2.5
11.5,3.5
11.5,19.5
12.5,0.5
12.5,1.5
12.5,2.5
12.5,8.5
12.5,9.5
12.5,14.5
12.5,19.5
13.5,0.5
13.5,1.5
14.5,0.5
14.5,1.5
14.5,2.5
14.5,4.5
14.5,19.5
15.5,0.5
15.5,12.5
15.5,19.5
16.5,0.5
16.5,8.5
16.5,9.5
16.5,10.5
16.5,11.5
16.5,12.5
16.5,21.5
17.5,0.5
17.5,8.5
17.5,9.5
17.5,12.5
17.5,15.5
17.5,19.5
18.5,0.5
18.5,7.5
18.5,8.5
18.5,9.5
18.5,15.5
18.5,19.5
19.5,0.5
19.5,1.5
19.5,2.5
19.5,5.5
19.5,6.5
19.5,7.5
19.5,8.5
19.5,19.5
20.5,0.5
20.5,1.5
20.5,5.5
20.5,6.5
20.5,7.5
21.5,5.5
21.5,6.5
21.5,7.5
21.5,15.5
22.5,5.5
22.5,6.5
22.5,7.5
22.5,14.5
22.5,21.5
22.5,22.5
22.5,23.5
23.5,6.5
23.5,7.5
23.5,17.5
23.5,21.5
23.5,22.5
23.5,23.5
24.5,5.5
24.5,6.5
24.5,7.5
24.5,11.5
24.5,12.5
24.5,13.5
24.5,14.5
24.5,16.5
24.5,17.5
24.5,18.5
24.5,19.5
24.5,20.5
