25
10.5,12.0
5.0,11.0
24.5,19.5
3.5,2.5
22.5,7.0
5.5,8.0
20.5,4.5
3.0,1.0
1.0,1.5
6.0,15.0
2.0,13.5
11.0,7.0
9.0,0.5
13.0,4.5
20.5,8.0
13.0,1.5
5.0,6.5
23.0,9.0
3.5,21.0
16.0,23.5
22.5,11.0
20.0,1.5
24.0,3.0
12.0,20.0
19.5,12.5
6.5,7.5
24.5,6.0
24.5,1.5
18.5,8.0
21.0,9.5
10.5,15.0
14.0,22.5
10.0,17.5
1.5,5.0
5.5,5.0
23.0,5.5
11.5,24.5
21.5,15.5
24.5,22.0
2.5,2.5
7.0,10.0
4.5,5.5
6.5,18.5
21.5,8.0
18.0,2.5
1.0,12.0
4.0,17.0
8.0,16.0
9.0,11.5
16.5,18.5
3.5,5.0
24.5,4.5
2.5,22.0
24.5,11.0
8.5,14.5
18.0,20.0
14.5,14.0
3.5,19.5
9.0,1.5
13.5,13.5
1.0,15.5
4.5,15.5
21.5,1.0
15.5,20.5
0.5,4.5
16.0,17.0
22.5,22.0
21.5,22.5
6.5,5.5
22.5,24.0
16.0,0.5
4.5,3.0
6.5,6.5
1.5,24.5
5.0,20.0
17.0,21.5
12.0,16.0
8.5,21.5
12.5,12.0
22.0,19.0
15.5,6.5
15.0,18.5
1.0,17.0
8.0,17.5
14.5,8.0
6.5,21.0
8.5,24.5
14.5,21.0
19.0,16.5
20.5,20.0
16.5,19.5
19.0,23.0
17.5,13.5
2.5,4.0
23.5,16.0
2.5,17.0
19.5,20.5
10.0,10.0
19.5,6.0
11.0,0.5
7.5,13.5
23.5,6.5
0.5,20.0
17.5,17.5
5.0,18.5
15.0,10.0
14.0,23.5
8.5,19.0
20.0,11.5
22.5,17.5
1.5,23.5
14.0,24.5
24.5,15.5
14.5,4.5
21.5,17.5
2.5,24.0
2.5,15.5
13.5,21.5
16.5,22.5
22.5,12.5
17.5,11.0
22.5,4.5
21.5,3.5
14.5,17.0
21.0,24.0
12.5,24.0
18.5,1.5
0.5,22.5
15.5,3.0
14.5,6.5
16.0,7.5
6.0,3.0
4.5,24.5
12.5,5.5
19.5,10.5
2.0,7.5
4.5,9.5
14.5,1.5
20.5,3.5
14.5,2.5
7.0,19.5
8.5,5.5
15.5,15.5
11.0,22.5
22.5,3.0
17.5,16.5
22.5,20.5
17.5,4.5
17.5,6.5
9.5,20.5
18.5,9.5
12.5,18.5
0.5,21.5
24.5,13.0
1.5,21.5
23.5,4.5
16.5,5.5
11.5,18.5
18.5,6.0
13.0,17.5
13.5,20.5
21.5,4.5
10.5,13.5
14.5,5.5
24.5,14.5
10.5,19.0
9.5,21.5
8.5,13.5
18.5,21.5
20.5,13.5
13.0,8.5
4.5,21.5
0.5,0.5
10.5,16.5
4.5,8.5
17.5,12.5
12.5,0.5
11.5,21.5
24.5,17.5
23.5,10.5
15.5,12.5
21.5,21.0
7.5,8.5
20.5,22.5
9.5,15.5
13.5,18.5
18.5,0.5
13.5,9.5
0.5,8.5
0.5,9.5
0.5,10.5
0.5,18.5
0.5,23.5
0.5,24.5
1.5,2.5
1.5,18.5
1.5,19.5
2.5,8.5
2.5,11.5
2.5,14.5
2.5,18.5
2.5,19.5
2.5,20.5
3.5,8.5
3.5,9.5
3.5,11.5
3.5,13.5
3.5,14.5
3.5,15.5
3.5,18.5
3.5,22.5
3.5,23.5
4.5,0.5
4.5,12.5
4.5,13.5
4.5,14.5
4.5,22.5
4.5,23.5
5.5,0.5
5.5,22.5
5.5,23.5
6.5,22.5
6.5,23.5
7.5,3.5
7.5,21.5
7.5,22.5
7.5,23.5
8.5,23.5
9.5,2.5
9.5,16.5
9.5,18.5
10.5,3.5
10.5,23.5
11.5,3.5
11.5,4.5
11.5,14.5
12.5,9.5
13.5,2.5
13.5,3.5
13.5,6.5
13.5,12.5
14.5,3.5
14.5,11.5
14.5,19.5
15.5,11.5
15.5,14.5
15.5,24.5
16.5,3.5
16.5,6.5
16.5,10.5
16.5,14.5
17.5,3.5
17.5,8.5
17.5,18.5
17.5,22.5
17.5,23.5
19.5,24.5
20.5,10.5
20.5,15.5
21.5,2.5
21.5,5.5
22.5,0.5
22.5,13.5
23.5,0.5
23.5,1.5
23.5,21.5
23.5,22.5
23.5,23.5
23.5,24.5
24.5,0.5
24.5,9.5
24.5,23.5
24.5,24.5
