16
1.5,7.0
14.0,8.5
6.5,5.5
4.5,3.0
10.0,7.5
1.0,3.0
2.0,9.5
4.5,7.5
6.5,15.5
0.5,1.5
6.5,8.5
15.5,8.0
12.5,14.0
10.5,12.0
6.5,13.0
9.5,10.0
15.5,6.5
14.0,7.5
14.5,12.0
14.5,6.5
2.5,15.0
13.0,11.5
5.0,5.5
10.0,2.5
5.5,13.0
9.5,15.5
0.5,0.5
0.5,11.5
0.5,12.5
0.5,13.5
1.5,11.5
1.5,12.5
1.5,13.5
2.5,0.5
2.5,1.5
2.5,2.5
2.5,10.5
2.5,11.5
2.5,12.5
2.5,13.5
3.5,0.5
3.5,1.5
3.5,6.5
3.5,10.5
3.5,11.5
3.5,12.5
3.5,13.5
4.5,0.5
4.5,1.5
4.5,9.5
4.5,10.5
4.5,11.5
4.5,12.5
4.5,13.5
5.5,10.5
6.5,10.5
7.5,10.5
7.5,11.5
7.5,12.5
7.5,13.5
7.5,14.5
8.5,12.5
8.5,13.5
8.5,14.5
9.5,5.5
9.5,6.5
10.5,5.5
10.5,14.5
11.5,5.5
11.5,15.5
12.5,3.5
12.5,5.5
12.5,6.5
12.5,7.5
12.5,8.5
12.5,15.5
13.5,0.5
13.5,1.5
13.5,2.5
13.5,3.5
13.5,5.5
13.5,6.5
13.5,9.5
13.5,15.5
14.5,0.5
14.5,1.5
14.5,2.5
14.5,3.5
14.5,4.5
14.5,5.5
14.5,9.5
14.5,15.5
15.5,0.5
15.5,1.5
15.5,2.5
15.5,3.5
15.5,4.5
15.5,5.5
15.5,9.5
15.5,10.5
15.5,12.5
15.5,15.5
