16
15.5,14.5
2.5,12.0
12.0,1.5
5.0,15.0
10.5,5.5
6.0,12.5
6.5,7.5
14.5,9.0
12.5,10.0
1.0,15.5
8.5,5.5
12.5,12.5
9.5,3.5
6.5,9.5
11.0,9.5
11.5,15.5
14.5,1.0
0.5,13.5
7.0,6.5
7.5,14.0
13.5,14.0
3.5,12.0
4.5,13.5
10.0,2.0
3.5,13.5
4.5,2.0
0.5,0.5
0.5,3.5
0.5,4.5
0.5,5.5
0.5,6.5
0.5,7.5
0.5,8.5
0.5,9.5
0.5,10.5
0.5,11.5
1.5,0.5
1.5,1.5
1.5,4.5
1.5,5.5
1.5,6.5
1.5,7.5
1.5,8.5
1.5,9.5
1.5,10.5
1.5,11.5
1.5,12.5
2.5,0.5
2.5,4.5
2.5,5.5
2.5,7.5
3.5,0.5
3.5,4.5
3.5,8.5
4.5,0.5
4.5,4.5
4.5,5.5
4.5,6.5
4.5,11.5
4.5,12.5
5.5,4.5
5.5,5.5
5.5,10.5
6.5,4.5
6.5,5.5
7.5,5.5
7.5,11.5
8.5,11.5
8.5,12.5
8.5,13.5
8.5,14.5
9.5,13.5
9.5,14.5
10.5,13.5
10.5,14.5
11.5,14.5
12.5,4.5
12.5,5.5
12.5,6.5
13.5,4.5
13.5,5.5
14.5,4.5
14.5,5.5
14.5,14.5
15.5,3.5
15.5,4.5
15.5,5.5
15.5,6.5
15.5,8.5
