25
15.5,15.0
2.5,5.5
12.5,1.5
5.5,12.0
11.0,22.0
19.5,14.0
21.0,13.0
7.0,14.5
12.5,24.5
19.5,18.0
9.5,16.5
12.0,16.0
16.5,10.0
1.0,23.0
24.5,18.5
17.0,15.5
20.5,7.5
7.5,7.0
11.5,5.5
0.5,10.5
9.5,4.5
11.0,12.5
14.0,3.5
2.5,23.5
13.0,23.0
24.5,11.5
11.5,14.0
6.5,13.5
24.0,21.0
13.0,12.5
24.5,5.0
21.5,17.5
20.0,24.0
18.5,24.0
7.0,5.5
20.5,3.0
9.0,12.5
20.5,22.5
13.0,19.5
18.0,17.5
17.5,23.5
16.0,24.0
13.0,7.0
23.5,17.5
5.5,14.5
23.0,2.5
4.0,24.0
19.5,9.5
10.5,7.5
1.5,1.0
8.0,10.0
18.5,4.5
23.5,4.0
13.0,17.5
18.0,14.5
6.5,17.0
20.0,11.0
5.0,15.5
4.0,11.5
0.5,13.5
6.5,12.5
23.5,12.5
14.5,21.5
18.0,0.5
5.5,22.0
3.0,18.5
9.5,3.5
24.0,14.5
23.0,8.5
22.0,15.0
15.5,7.0
22.5,3.5
15.5,19.5
9.5,8.5
8.5,0.5
14.5,23.5
3.5,8.0
17.5,16.5
3.0,1.5
16.5,22.0
0.5,18.5
3.5,3.0
11.0,4.5
3.0,14.0
1.5,19.0
2.0,3.5
10.5,13.5
3.5,6.0
17.5,13.0
4.5,10.0
17.5,9.0
8.5,20.0
5.0,0.5
19.5,8.5
4.5,8.5
9.5,13.5
10.0,20.5
9.5,22.5
6.5,24.5
24.5,3.5
8.5,4.5
10.0,11.5
21.5,3.5
23.5,24.5
2.5,2.5
22.5,11.0
24.5,13.5
8.0,15.5
10.0,15.0
22.5,6.5
17.5,6.5
3.0,19.5
24.0,15.5
12.0,11.5
22.5,17.0
8.5,22.0
18.5,5.5
15.0,5.0
16.0,0.5
4.0,20.5
24.5,23.5
23.5,9.5
4.5,21.5
14.5,10.5
4.5,17.5
14.0,13.5
7.5,23.0
7.0,2.0
22.5,19.5
21.5,19.5
23.5,16.5
20.5,9.0
14.5,19.5
3.5,10.5
6.5,8.0
9.0,1.5
23.5,11.0
17.5,22.5
15.5,21.0
24.5,12.5
20.5,1.5
4.0,12.5
18.0,18.5
15.0,1.5
6.5,9.5
18.5,10.5
6.5,21.5
12.5,18.5
1.5,21.5
24.0,6.5
17.0,20.0
13.5,2.0
0.5,1.0
16.0,17.5
22.5,5.5
18.5,2.5
2.5,7.0
8.5,8.5
7.5,17.0
23.5,5.5
21.0,21.0
17.0,5.5
1.0,15.5
21.5,6.5
9.0,6.5
10.5,5.5
10.0,17.5
5.5,5.5
18.5,9.5
2.5,9.5
19.0,1.5
7.5,19.5
1.5,17.5
6.0,10.5
14.5,2.5
8.5,11.5
22.5,24.5
7.5,3.5
4.5,7.5
10.0,10.5
5.5,3.0
11.0,2.0
4.0,4.5
15.5,9.5
19.0,3.5
2.0,4.5
3.5,9.5
13.5,21.5
0.5,2.5
0.5,3.5
0.5,4.5
0.5,5.5
0.5,6.5
0.5,7.5
0.5,8.5
0.5,20.5
0.5,24.5
1.5,2.5
1.5,5.5
1.5,6.5
1.5,7.5
1.5,8.5
1.5,9.5
1.5,10.5
1.5,11.5
1.5,12.5
1.5,13.5
1.5,16.5
1.5,20.5
2.5,0.5
2.5,15.5
2.5,16.5
2.5,17.5
2.5,20.5
3.5,22.5
4.5,3.5
4.5,5.5
4.5,13.5
4.5,22.5
5.5,8.5
5.5,13.5
5.5,18.5
6.5,18.5
6.5,19.5
6.5,20.5
6.5,23.5
7.5,4.5
7.5,11.5
7.5,12.5
7.5,18.5
8.5,5.5
8.5,13.5
8.5,14.5
8.5,17.5
8.5,18.5
8.5,24.5
9.5,5.5
9.5,23.5
9.5,24.5
10.5,9.5
10.5,18.5
11.5,0.5
11.5,7.5
11.5,8.5
11.5,9.5
11.5,10.5
11.5,18.5
12.5,8.5
12.5,10.5
12.5,21.5
13.5,15.5
13.5,16.5
14.5,8.5
14.5,14.5
14.5,16.5
14.5,17.5
14.5,24.5
15.5,11.5
15.5,12.5
16.5,1.5
16.5,12.5
16.5,18.5
17.5,1.5
17.5,24.5
18.5,8.5
18.5,15.5
19.5,0.5
19.5,15.5
20.5,0.5
20.5,4.5
20.5,6.5
20.5,17.5
20.5,18.5
20.5,19.5
21.5,0.5
21.5,1.5
21.5,4.5
21.5,5.5
21.5,11.5
21.5,24.5
22.5,0.5
22.5,1.5
22.5,4.5
22.5,12.5
23.5,0.5
23.5,1.5
23.5,13.5
23.5,18.5
23.5,22.5
23.5,23.5
24.5,0.5
24.5,1.5
24.5,8.5
24.5,9.5
24.5,10.5
24.5,16.5
24.5,24.5
